grid_id,latitude,longitude,total_detections,active_days,avg_frp,max_frp,median_frp,frp_std,avg_brightness,max_brightness,avg_confidence,satellite_count,active_months,active_years,years_with_activity,avg_yearly_detections,max_yearly_detections,yearly_detection_std,recurrence_ratio,persistent_months,avg_monthly_detections,max_monthly_detections,satellite_types,snpp_detections,noaa20_detections,noaa21_detections,multi_satellite_activity,detections_30d,active_days_30d,avg_frp_30d,max_frp_30d,detections_90d,active_days_90d,avg_frp_90d,max_frp_90d,seasonal_peak,seasonal_mean,seasonal_std,seasonality_strength,detections_per_active_day,recent_activity_ratio,frp_intensity_ratio,persistence_ratio
24.90_79.95,24.92700551724138,79.9839079310345,29,19,9.8,28.36,8.42,7.037753469085544,339.42655172413794,367.0,51.72413793103448,3,10,7,7,4.142857142857143,8,2.7945525240230875,1.0,10,2.9,6,3,6,13,10,1,0,0,0.0,0.0,0,0,0.0,8.42,22,9.666666666666666,10.692676621563626,2.2758620689655173,1.5263157894736843,0.0,2.8935721070963654,1.0
27.35_79.60,27.37530551724138,79.64255862068966,29,22,5.36,20.94,3.32,4.71917793626058,334.7486206896552,353.07,52.75862068965517,3,17,7,7,4.142857142857143,7,2.193062655175134,1.0,17,1.7058823529411764,4,3,10,12,7,1,0,0,0.0,0.0,0,0,0.0,0.0,9,3.2222222222222223,2.386303510546059,2.793103448275862,1.318181818181818,0.0,3.9084765398725625,1.0
23.90_76.85,23.940307241379312,76.87058034482759,29,14,9.86,25.33,8.36,8.039463593850481,344.5506896551724,367.0,56.89655172413793,3,8,5,5,5.8,14,5.167204273105526,0.7142857142857143,8,3.625,11,3,11,11,7,1,0,0,0.0,0.0,0,0,0.0,0.0,24,9.666666666666666,12.503332889007368,2.4827586206896552,2.071428571428572,0.0,2.5690553632007838,1.0
24.15_79.75,24.18152896551724,79.78088931034483,29,21,4.18,21.94,1.53,5.833654884405216,320.406551724138,367.0,56.89655172413793,3,14,6,6,4.833333333333333,9,2.6394443859772205,0.8571428571428571,14,2.071428571428572,6,3,13,9,7,1,0,0,0.0,0.0,0,0,0.0,0.0,20,7.25,8.616843969807045,2.7586206896551726,1.380952380952381,0.0,5.252703706761332,1.0
29.50_81.95,29.52109931034483,81.9897527586207,29,10,4.69,19.62,4.04,3.866420201221513,324.4858620689655,367.0,63.10344827586207,3,5,2,2,14.5,28,19.091883092036785,0.2857142857142857,5,5.8,12,3,8,7,14,1,0,0,0.0,0.0,0,0,0.0,0.0,12,5.8,4.08656334834051,2.0689655172413794,2.9,0.0,4.184599544017063,1.0
29.45_82.20,29.48480827586207,82.24045241379311,29,16,12.95,177.32,6.25,32.340594669034736,333.03137931034485,367.0,61.03448275862069,3,10,6,6,4.833333333333333,11,3.816630276391292,0.8571428571428571,10,2.9,10,3,18,9,2,1,0,0,0.0,0.0,0,0,0.0,0.0,18,5.8,6.833739825307955,3.103448275862069,1.8125,0.0,13.68974789021111,1.0
24.20_81.05,24.22694965517241,81.07960206896553,29,18,6.55,17.61,5.06,4.868315475244231,338.48068965517245,367.0,54.82758620689656,3,12,6,6,4.833333333333333,11,3.600925806881706,0.8571428571428571,12,2.4166666666666665,9,3,12,7,10,1,0,0,0.0,0.0,0,0,0.0,0.0,14,4.833333333333333,4.9564772436345015,2.896551724137931,1.6111111111111112,0.0,2.6893991258096794,1.0
26.75_83.95,26.77119275862069,83.9813024137931,29,20,3.91,12.37,3.23,2.755248104658925,333.16758620689654,367.0,57.93103448275862,3,12,6,6,4.833333333333333,11,4.215052391924289,0.8571428571428571,12,2.4166666666666665,7,3,13,8,8,1,0,0,0.0,0.0,0,0,0.0,0.0,16,4.142857142857143,5.398412465054624,3.862068965517241,1.45,0.0,3.1614523662642107,1.0
29.75_81.20,29.7666,81.23164,29,7,9.96,29.72,7.28,6.636146093582438,336.6389655172414,347.97,60.0,3,6,3,3,9.666666666666666,24,12.423096769056148,0.4285714285714285,6,4.833333333333333,16,3,9,11,9,1,0,0,0.0,0.0,0,0,0.0,0.0,16,4.833333333333333,5.741660619251774,3.3103448275862077,4.142857142857143,0.0,2.9831095112834003,1.0
29.70_77.70,29.728860344827584,77.73051206896552,29,25,2.88,5.16,2.74,1.104182710482318,330.7006896551724,339.24,57.93103448275862,3,17,5,5,5.8,10,3.03315017762062,0.7142857142857143,17,1.7058823529411764,6,3,9,14,6,1,0,0,0.0,0.0,0,0,0.0,0.0,9,4.142857142857143,3.484660262185848,2.172413793103448,1.16,0.0,1.790808999521302,1.0
27.55_79.70,27.577693448275863,79.72696310344827,29,20,4.25,9.68,3.72,2.396158615028309,336.2934482758621,347.83,53.793103448275865,3,12,7,7,4.142857142857143,8,3.0783421635988546,1.0,12,2.4166666666666665,6,3,10,15,4,1,0,0,0.0,0.0,0,0,0.0,0.0,22,4.833333333333333,8.424171571535487,4.551724137931035,1.45,0.0,2.278941386588732,1.0
26.95_80.10,26.97404344827586,80.12686827586207,29,25,4.93,14.72,4.72,3.1197303154887144,335.47758620689655,344.91,50.689655172413794,3,12,6,6,4.833333333333333,10,3.544949458972112,0.8571428571428571,12,2.4166666666666665,5,3,8,11,10,1,0,0,0.0,0.0,0,0,0.0,0.0,17,9.666666666666666,6.658328118479393,1.7586206896551726,1.16,0.0,2.98810023799524,1.0
29.40_82.15,29.43444896551724,82.16302172413792,29,21,4.33,15.06,3.47,4.1175248435727045,321.8813793103448,367.0,61.03448275862069,3,11,6,6,4.833333333333333,10,3.544949458972112,0.8571428571428571,11,2.636363636363636,6,3,11,16,2,1,0,0,0.0,0.0,0,0,0.0,0.0,12,7.25,4.112987559751022,1.6551724137931034,1.380952380952381,0.0,3.474739438300581,1.0
26.05_80.65,26.062482413793106,80.67790034482759,29,26,3.97,11.08,3.26,2.344564040897992,336.8141379310345,367.0,57.93103448275862,3,18,7,7,4.142857142857143,13,4.017817460121496,1.0,18,1.6111111111111112,5,3,17,10,2,1,0,0,0.0,0.0,0,0,0.0,0.0,9,3.625,2.615202805574687,2.4827586206896552,1.1153846153846154,0.0,2.793358254368426,1.0
27.15_80.30,27.16821965517241,80.32136310344826,29,21,3.59,12.13,2.76,2.9303603571335897,328.24379310344824,349.53,57.93103448275862,3,16,7,7,4.142857142857143,14,4.634241089562614,1.0,16,1.8125,5,3,6,20,3,1,0,0,0.0,0.0,0,0,0.0,0.0,9,3.625,2.7222627143085005,2.4827586206896552,1.380952380952381,0.0,3.3811034217608613,1.0
23.55_76.65,23.583220344827588,76.6675,29,14,5.28,32.87,1.72,8.276993546420565,322.7179310344828,350.7,56.89655172413793,3,7,6,6,4.833333333333333,9,2.786873995477131,0.8571428571428571,7,4.142857142857143,9,3,10,14,5,1,0,0,0.0,0.0,0,0,0.0,0.0,23,9.666666666666666,11.590225767142472,2.3793103448275863,2.071428571428572,0.0,6.221721819724561,1.0
23.95_84.85,23.974411379310343,84.87118241379311,29,17,2.93,6.24,2.71,1.367616584848513,336.7855172413793,351.85,51.72413793103448,3,7,5,5,5.8,10,2.9495762407505253,0.7142857142857143,7,4.142857142857143,10,3,16,12,1,1,0,0,0.0,0.0,0,0,0.0,0.0,25,14.5,14.849242404917495,1.7241379310344829,1.7058823529411764,0.0,2.1327047731290514,1.0
28.60_76.90,28.62575724137931,76.9157,29,23,6.38,59.87,4.28,10.611043647570224,334.7486206896551,347.92,48.62068965517241,3,13,6,6,4.833333333333333,12,3.920034013457877,0.8571428571428571,13,2.230769230769231,7,3,13,8,8,1,0,0,0.0,0.0,0,0,0.0,0.0,15,5.8,6.3796551630946325,2.586206896551724,1.2608695652173914,0.0,9.391118563392473,1.0
26.15_78.15,26.17473206896552,78.18280482758621,29,17,12.63,56.12,10.46,10.443666534778634,346.38689655172413,367.0,53.793103448275865,3,11,5,5,5.8,12,4.43846820423443,0.7142857142857143,11,2.636363636363636,7,3,8,11,10,1,0,0,0.0,0.0,0,0,0.0,0.0,13,4.833333333333333,5.269408568963566,2.689655172413793,1.7058823529411764,0.0,4.442418452299713,1.0
26.60_82.30,26.63216793103448,82.33196551724137,29,22,3.57,14.53,2.75,3.147282587364704,333.61275862068965,367.0,61.03448275862069,3,16,7,7,4.142857142857143,12,3.804758924845368,1.0,16,1.8125,8,3,11,12,6,1,0,0,0.0,0.0,0,0,0.0,0.0,14,4.142857142857143,4.634241089562614,3.379310344827586,1.318181818181818,0.0,4.073963066808469,1.0
26.15_83.00,26.183822413793106,83.02048379310345,29,23,3.17,7.66,2.77,1.84204841536047,330.13965517241377,350.38,54.82758620689656,3,17,7,7,4.142857142857143,10,3.4364987719368982,1.0,17,1.7058823529411764,6,3,14,7,8,1,0,0,0.0,0.0,0,0,0.0,0.0,10,7.25,2.5,1.3793103448275863,1.2608695652173914,0.0,2.4169296050484173,1.0
28.15_76.90,28.18159103448276,76.9293624137931,29,20,1.11,7.49,0.82,1.4104442405373652,306.7593103448276,367.0,60.0,3,14,6,6,4.833333333333333,13,4.665476038590989,0.8571428571428571,14,2.071428571428572,5,3,9,13,7,1,1,1,1.13,1.13,1,1,1.13,1.13,10,3.625,3.2486260832190936,2.7586206896551726,1.45,1.0,6.724767801857586,1.0
25.70_77.75,25.729784827586208,77.7864751724138,29,12,9.12,19.51,8.48,5.572030964023747,343.84241379310345,355.71,44.48275862068966,3,8,5,5,5.8,16,6.1400325732035,0.7142857142857143,8,3.625,14,3,5,11,13,1,0,0,0.0,0.0,0,0,0.0,0.0,17,7.25,6.551081335677848,2.3448275862068964,2.4166666666666665,0.0,2.139658888930908,1.0
24.40_81.60,24.430366896551725,81.62384827586207,29,23,4.16,11.41,3.52,2.541161878861967,335.5568965517241,367.0,57.93103448275862,3,12,6,6,4.833333333333333,9,3.311595788538612,0.8571428571428571,12,2.4166666666666665,6,3,11,9,9,1,0,0,0.0,0.0,0,0,0.0,0.0,12,5.8,4.658325879540847,2.0689655172413794,1.2608695652173914,0.0,2.740062934746605,1.0
26.40_77.20,26.440795172413797,77.22455068965517,29,4,7.73,18.12,5.99,4.74835729956529,355.8979310344828,367.0,58.96551724137931,3,3,1,1,29.0,29,0.0,0.1428571428571428,3,9.666666666666666,17,3,8,7,14,1,0,0,0.0,0.0,0,0,0.0,0.0,17,9.666666666666666,8.082903768654761,1.7586206896551726,7.25,0.0,2.34275523851984,1.0
25.20_84.80,25.233063214285718,84.8168167857143,28,15,3.04,9.12,2.68,1.9600970106107736,329.61857142857144,347.61,56.785714285714285,3,9,5,5,5.6,13,5.549774770204643,0.7142857142857143,9,3.111111111111111,9,3,13,9,6,1,0,0,0.0,0.0,0,0,0.0,0.0,14,7.0,4.96655480858378,2.0,1.8666666666666667,0.0,2.996128123900035,1.0
26.15_82.25,26.168965,82.27865964285715,28,16,5.42,26.64,3.93,5.242619099882713,329.99071428571426,356.06,56.785714285714285,3,13,7,7,4.0,13,4.041451884327381,1.0,13,2.1538461538461537,6,3,12,10,6,1,0,0,0.0,0.0,0,0,0.0,0.0,14,5.6,5.128352561983234,2.5,1.75,0.0,4.91901872856766,1.0
27.20_80.30,27.227603214285715,80.32784321428572,28,22,4.39,9.66,4.085,2.119535332674364,338.40785714285715,350.5,54.642857142857146,3,12,7,7,4.0,9,3.265986323710904,1.0,12,2.333333333333333,6,3,12,11,5,1,0,0,0.0,0.0,0,0,0.0,0.0,14,5.6,6.387487769068525,2.5,1.2727272727272727,0.0,2.2020678987218107,1.0
25.40_77.00,25.430665357142857,77.03642321428572,28,22,5.1,18.89,3.8,4.181146696590864,338.30892857142857,367.0,51.42857142857143,3,12,6,6,4.666666666666667,11,4.546060565661952,0.8571428571428571,12,2.333333333333333,9,3,10,11,7,1,0,0,0.0,0.0,0,0,0.0,0.0,14,4.666666666666667,4.926120853842978,3.0,1.2727272727272727,0.0,3.70469986691882,1.0
26.55_81.05,26.579552857142858,81.0822975,28,23,2.83,5.03,2.67,1.3950734842491368,330.22,349.24,55.71428571428572,3,15,7,7,4.0,11,3.5118845842842465,1.0,15,1.8666666666666667,8,3,8,15,5,1,0,0,0.0,0.0,0,0,0.0,0.0,15,4.666666666666667,5.316640543300503,3.214285714285714,1.2173913043478262,0.0,1.7753687129711335,1.0
26.25_80.70,26.274326785714287,80.71735678571429,28,17,4.0,8.1,3.22,2.116650137418276,339.8357142857143,367.0,52.5,3,11,7,7,4.0,10,3.4641016151377544,1.0,11,2.5454545454545454,8,3,9,18,1,1,0,0,0.0,0.0,0,0,0.0,0.0,22,7.0,10.03327796219494,3.142857142857143,1.6470588235294117,0.0,2.0266285407917075,1.0
26.20_83.20,26.22232214285714,83.227655,28,21,2.84,7.67,2.54,1.5665090683987952,330.5632142857143,346.43,53.57142857142857,2,13,6,6,4.666666666666667,9,2.581988897471611,0.8571428571428571,13,2.1538461538461537,4,2,15,13,0,1,0,0,0.0,0.0,0,0,0.0,0.0,8,5.6,2.5099800796022267,1.4285714285714286,1.3333333333333333,0.0,2.7017234872310985,1.0
24.75_75.40,24.78880392857143,75.41566250000001,28,12,10.38,28.15,8.125,7.45265006487075,344.9785714285714,367.0,49.285714285714285,3,6,4,4,7.0,16,6.377042156569663,0.5714285714285714,6,4.666666666666667,16,3,7,13,8,1,0,0,0.0,0.0,0,0,0.0,0.0,22,9.333333333333334,11.150485789118488,2.357142857142857,2.333333333333333,0.0,2.7127860953364307,1.0
26.80_80.90,26.826312142857144,80.91944535714286,28,22,2.29,4.28,2.31,0.9258423877659344,327.75642857142856,345.64,53.57142857142857,3,18,7,7,4.0,10,3.1622776601683795,1.0,18,1.5555555555555556,4,3,12,11,5,1,0,0,0.0,0.0,0,0,0.0,0.0,9,4.0,2.581988897471611,2.25,1.2727272727272727,0.0,1.8666666666666665,1.0
26.00_82.70,26.02112178571429,82.72282107142857,28,24,4.2,8.86,4.54,2.498451451616512,333.00678571428574,355.91,53.57142857142857,3,15,7,7,4.0,6,1.5275252316519468,1.0,15,1.8666666666666667,3,3,11,14,3,1,0,0,0.0,0.0,0,0,0.0,0.0,9,4.666666666666667,3.265986323710904,1.9285714285714284,1.1666666666666667,0.0,2.108627284317892,1.0
30.35_76.75,30.38264357142857,76.76538000000001,28,23,4.55,21.09,3.64,4.150989220407167,334.1621428571429,349.12,55.71428571428572,3,14,7,7,4.0,9,3.265986323710904,1.0,14,2.0,8,3,10,14,4,1,0,0,0.0,0.0,0,0,0.0,0.0,10,4.0,3.5118845842842465,2.5,1.2173913043478262,0.0,4.63698468786808,1.0
23.80_80.85,23.82235107142857,80.8717292857143,28,15,7.23,46.89,5.995,8.30911942437137,341.1792857142857,367.0,50.35714285714285,3,10,5,5,5.6,12,4.39317652729776,0.7142857142857143,10,2.8,6,3,13,13,2,1,0,0,0.0,0.0,0,0,0.0,0.0,14,7.0,6.48074069840786,2.0,1.8666666666666667,0.0,6.488041114844831,1.0
28.45_79.05,28.481504285714287,79.06895321428571,28,24,3.14,6.66,3.115,1.4862717462509012,332.4160714285714,349.57,55.71428571428572,3,20,7,7,4.0,7,1.914854215512676,1.0,20,1.4,3,3,16,9,3,1,0,0,0.0,0.0,0,0,0.0,0.0,9,4.666666666666667,2.3380903889000244,1.9285714285714284,1.1666666666666667,0.0,2.124401913875598,1.0
24.85_75.90,24.8799675,75.92958607142857,28,12,7.05,24.89,5.745,6.201563156334908,330.2092857142857,367.0,54.642857142857146,3,5,3,3,9.333333333333334,18,8.082903768654761,0.4285714285714285,5,5.6,11,3,8,14,6,1,0,0,0.0,0.0,0,0,0.0,0.0,16,14.0,2.8284271247461903,1.1428571428571428,2.333333333333333,0.0,3.5313909298201165,1.0
26.15_81.90,26.175585714285717,81.92298571428572,28,26,4.3,14.02,3.555,2.753833595353843,334.91035714285715,348.5,56.785714285714285,3,21,7,7,4.0,9,2.516611478423583,1.0,21,1.3333333333333333,3,3,11,10,7,1,0,0,0.0,0.0,0,0,0.0,0.0,6,3.111111111111111,1.536590742882148,1.9285714285714288,1.0769230769230769,0.0,3.2610068117627518,1.0
27.25_81.10,27.274500714285715,81.13367285714286,28,16,4.68,14.93,3.795,3.551641099175773,337.9889285714286,347.39,52.5,3,7,6,6,4.666666666666667,13,4.457203906785808,0.8571428571428571,7,4.0,13,3,13,13,2,1,0,0,0.0,0.0,0,0,0.0,0.0,26,9.333333333333334,14.433756729740644,2.7857142857142856,1.75,0.0,3.1882245271507013,1.0
26.95_81.80,26.97227678571429,81.82259035714286,28,25,3.95,10.73,3.145,2.5971800692615274,334.34607142857146,353.06,58.92857142857143,3,18,7,7,4.0,7,2.581988897471611,1.0,18,1.5555555555555556,3,3,7,13,8,1,0,0,0.0,0.0,0,0,0.0,0.0,8,4.666666666666667,2.7325202042558927,1.7142857142857142,1.12,0.0,2.713266504109094,1.0
28.80_78.75,28.820979285714287,78.78284821428572,28,12,1.52,4.92,1.165,1.2357839231685712,305.6553571428572,331.57,60.0,3,11,6,6,4.666666666666667,15,5.240865068542279,0.8571428571428571,11,2.5454545454545454,13,3,14,7,7,1,0,0,0.0,4.92,2,1,4.92,4.92,20,4.666666666666667,7.52772652709081,4.285714285714286,2.333333333333333,0.0,3.2429378531073447,1.0
29.50_78.50,29.537648571428573,78.51804107142857,28,23,4.56,16.02,4.015000000000001,3.448885948493264,334.605,349.91,56.785714285714285,3,17,7,7,4.0,8,2.70801280154532,1.0,17,1.6470588235294117,6,3,10,12,6,1,0,0,0.0,0.0,0,0,0.0,0.0,10,4.666666666666667,2.943920288775949,2.142857142857143,1.2173913043478262,0.0,3.512607674236492,1.0
25.95_81.35,25.9705625,81.36844642857143,28,23,2.93,19.14,2.415,3.6207176493474735,324.11857142857144,355.25,55.71428571428572,3,17,7,7,4.0,10,2.8284271247461903,1.0,17,1.6470588235294117,6,3,10,13,5,1,0,0,0.0,0.0,0,0,0.0,0.0,11,4.666666666666667,3.9327683210007,2.357142857142857,1.2173913043478262,0.0,6.521294718909711,1.0
24.50_82.75,24.51651785714285,82.78092535714286,28,17,4.24,20.6,3.26,4.265826724739608,331.69571428571425,355.57,50.35714285714285,3,10,6,6,4.666666666666667,12,5.316640543300503,0.8571428571428571,10,2.8,7,3,12,15,1,1,0,0,0.0,0.0,0,0,0.0,0.0,12,9.333333333333334,3.055050463303893,1.2857142857142856,1.6470588235294117,0.0,4.858899839946088,1.0
29.45_80.75,29.47357607142857,80.77789357142856,28,19,3.89,16.98,3.515,3.518996294490081,324.5982142857143,352.66,60.0,3,7,3,3,9.333333333333334,17,7.505553499465135,0.4285714285714285,7,4.0,9,3,18,7,3,1,0,0,0.0,0.0,0,0,0.0,0.0,15,5.6,5.813776741499453,2.678571428571429,1.4736842105263157,0.0,4.36103467253715,1.0
26.60_79.60,26.62176071428572,79.62286607142858,28,24,3.06,5.84,2.86,1.1959948593968557,334.2503571428571,351.76,60.0,3,13,7,7,4.0,13,4.163331998932265,1.0,13,2.1538461538461537,10,3,12,10,6,1,0,0,0.0,0.0,0,0,0.0,0.0,20,4.0,7.071067811865476,5.0,1.1666666666666667,0.0,1.9116202945990184,1.0
30.65_77.00,30.67878357142857,77.02292678571429,28,19,4.51,29.56,3.31,5.245826862459288,337.37857142857143,367.0,50.35714285714285,3,11,6,6,4.666666666666667,8,2.804757862395017,0.8571428571428571,11,2.5454545454545454,8,3,8,15,5,1,0,0,0.0,0.0,0,0,0.0,0.0,14,4.666666666666667,4.802776974487434,3.0,1.4736842105263157,0.0,6.560558021559924,1.0
24.45_77.95,24.480430357142858,77.97940071428572,28,22,4.8,23.19,3.62,4.718488402468825,335.3332142857143,351.49,50.35714285714285,3,12,6,6,4.666666666666667,10,3.07679486912382,0.8571428571428571,12,2.333333333333333,6,3,8,13,7,1,0,0,0.0,0.0,0,0,0.0,0.0,11,5.6,4.615192303685731,1.9642857142857144,1.2727272727272727,0.0,4.830531170956704,1.0
30.65_77.55,30.6816875,77.58538535714285,28,15,2.77,11.63,1.245,3.042738145697133,316.40964285714284,340.59,57.85714285714285,3,9,5,5,5.6,9,2.8809720581775866,0.7142857142857143,9,3.111111111111111,8,3,15,7,6,1,0,0,0.0,0.0,0,0,0.0,0.0,11,4.666666666666667,4.1311822359545785,2.357142857142857,1.8666666666666667,0.0,4.199097356544166,1.0
25.05_79.25,25.073855714285717,79.27398678571429,28,18,5.83,20.07,4.855,4.797867292407696,335.5167857142857,367.0,46.07142857142857,3,8,4,4,7.0,15,5.656854249492381,0.5714285714285714,8,3.5,9,3,18,7,3,1,0,0,0.0,0.0,0,0,0.0,0.0,16,14.0,2.8284271247461903,1.1428571428571428,1.5555555555555556,0.0,3.444015444015444,1.0
24.00_75.90,24.00833714285714,75.92479321428571,28,8,5.14,15.97,4.515000000000001,3.833505361909431,353.26178571428574,367.0,41.785714285714285,3,6,5,5,5.6,13,4.8270073544588685,0.7142857142857143,6,4.666666666666667,13,3,19,5,4,1,0,0,0.0,0.0,0,0,0.0,0.0,25,9.333333333333334,13.576941236277534,2.6785714285714284,3.5,0.0,3.108948063686296,1.0
25.50_75.55,25.520663214285715,75.57975214285715,28,19,7.83,27.31,5.49,6.716216653560704,343.7225,367.0,58.92857142857143,3,14,7,7,4.0,7,2.2360679774997894,1.0,14,2.0,7,3,6,18,4,1,0,0,0.0,0.0,0,0,0.0,0.0,13,5.6,4.774934554525329,2.321428571428572,1.4736842105263157,0.0,3.485959153902261,1.0
24.20_81.25,24.23271357142857,81.28329428571429,28,16,13.18,52.07,10.760000000000002,13.58152135153578,340.8757142857143,367.0,54.642857142857146,3,14,6,6,4.666666666666667,9,3.011090610836324,0.8571428571428571,14,2.0,8,3,17,7,4,1,0,0,0.0,0.0,0,0,0.0,0.0,14,4.666666666666667,5.316640543300503,3.0,1.75,0.0,3.949184679560106,1.0
25.70_84.05,25.706979285714286,84.07585857142858,28,19,4.65,12.68,3.39,3.400752017674074,326.89964285714285,347.98,56.785714285714285,3,11,6,6,4.666666666666667,8,2.581988897471611,0.8571428571428571,11,2.5454545454545454,5,3,13,12,3,1,0,0,0.0,0.0,0,0,0.0,0.0,10,4.666666666666667,3.5023801430836525,2.142857142857143,1.4736842105263157,0.0,2.7243707796193988,1.0
29.80_74.80,29.828313214285718,74.82680285714285,28,22,4.97,17.89,3.39,4.20473492234597,337.5632142857143,350.88,53.57142857142857,3,13,6,6,4.666666666666667,11,3.723797345005051,0.8571428571428571,13,2.1538461538461537,7,3,9,12,7,1,0,0,0.0,0.0,0,0,0.0,0.0,13,7.0,5.477225575051661,1.8571428571428568,1.2727272727272727,0.0,3.602704257767549,1.0
26.70_83.50,26.728013928571425,83.53721821428572,28,22,3.74,14.05,3.02,2.921721311706581,332.30607142857144,349.09,55.71428571428572,3,12,7,7,4.0,10,3.1091263510296048,1.0,12,2.333333333333333,7,3,11,12,5,1,0,0,0.0,0.0,0,0,0.0,0.0,16,5.6,6.50384501660364,2.857142857142857,1.2727272727272727,0.0,3.7520267048164047,1.0
27.35_82.20,27.382784642857143,82.226595,28,17,4.04,9.61,3.035,2.8153473946177496,330.9332142857143,355.97,53.57142857142857,3,12,5,5,5.6,18,6.985699678629192,0.7142857142857143,12,2.333333333333333,13,3,9,7,12,1,0,0,0.0,0.0,0,0,0.0,0.0,14,4.666666666666667,4.718756898449704,3.0,1.6470588235294117,0.0,2.3761921582479686,1.0
28.05_82.45,28.081465357142857,82.47556,28,12,1.9,10.19,1.49,1.8636629390167496,311.11,343.0,60.0,3,5,4,4,7.0,20,8.755950357709132,0.5714285714285714,5,5.6,20,3,17,9,2,1,0,0,0.0,0.0,0,0,0.0,0.0,26,14.0,16.97056274847714,1.8571428571428568,2.333333333333333,0.0,5.374270107364852,1.0
26.75_80.95,26.777522857142856,80.97888928571429,28,19,4.24,14.46,2.74,3.189516785979081,332.9478571428572,349.03,53.57142857142857,3,12,6,6,4.666666666666667,10,3.669695718539436,0.8571428571428571,12,2.333333333333333,6,3,10,9,9,1,0,0,0.0,0.0,0,0,0.0,0.0,11,5.6,3.435112807463533,1.9642857142857144,1.4736842105263157,0.0,3.411239363046592,1.0
23.95_82.40,23.963439642857143,82.41517035714286,28,20,2.62,6.37,2.18,1.691675345978204,324.60035714285715,349.07,51.42857142857143,3,10,6,6,4.666666666666667,10,3.5023801430836525,0.8571428571428571,10,2.8,8,3,14,8,6,1,0,0,0.0,0.0,0,0,0.0,0.0,20,9.333333333333334,9.29157324317757,2.142857142857143,1.4,0.0,2.427657547298217,1.0
30.45_80.15,30.458092142857144,80.16729571428571,28,3,26.49,87.24,14.68,26.3993569621662,341.10535714285714,367.0,61.07142857142857,2,1,1,1,28.0,28,0.0,0.1428571428571428,1,28.0,28,2,14,14,0,1,0,0,0.0,0.0,0,0,0.0,0.0,28,28.0,0.0,1.0,9.333333333333334,0.0,3.293895548753354,1.0
27.25_81.20,27.27643928571429,81.21225535714287,28,20,3.23,6.2,3.175,1.3411881232737568,335.6278571428571,351.41,57.85714285714285,3,11,6,6,4.666666666666667,10,3.8815804341359033,0.8571428571428571,11,2.5454545454545454,10,3,11,9,8,1,0,0,0.0,0.0,0,0,0.0,0.0,22,5.6,9.181503144910424,3.928571428571429,1.4,0.0,1.9214167127836197,1.0
27.60_80.40,27.62893928571429,80.42493857142857,28,24,3.48,8.34,2.99,2.0213902439950875,330.3282142857143,344.57,60.0,3,15,6,6,4.666666666666667,10,3.4448028487370173,0.8571428571428571,15,1.8666666666666667,4,3,5,17,6,1,0,0,0.0,0.0,0,0,0.0,0.0,10,4.666666666666667,4.226897995772629,2.142857142857143,1.1666666666666667,0.0,2.4,1.0
28.60_82.50,28.628513214285714,82.52631607142858,28,11,3.88,24.04,1.62,5.62548531710021,317.54785714285714,367.0,62.142857142857146,3,5,3,3,9.333333333333334,14,7.234178138070234,0.4285714285714285,5,5.6,14,3,11,13,4,1,0,0,0.0,0.0,0,0,0.0,0.0,16,7.0,7.3484692283495345,2.2857142857142856,2.5454545454545454,0.0,6.195306028531983,1.0
24.60_79.75,24.60907142857143,79.76867928571428,28,12,9.46,35.15,7.51,7.436868082620994,339.14464285714286,367.0,60.0,3,8,5,5,5.6,12,3.646916505762094,0.7142857142857143,8,3.5,11,3,12,10,6,1,0,0,0.0,0.0,0,0,0.0,0.0,17,5.6,6.618156843109719,3.035714285714286,2.333333333333333,0.0,3.71536428841072,1.0
28.80_78.55,28.823809642857142,78.57814035714286,28,23,3.64,16.25,2.765,3.2373520272204184,333.5975,351.58,58.92857142857143,3,18,7,7,4.0,7,2.516611478423583,1.0,18,1.5555555555555556,5,3,10,14,4,1,0,0,0.0,0.0,0,0,0.0,0.0,8,3.5,2.32992949004287,2.2857142857142856,1.2173913043478262,0.0,4.458161865569273,1.0
29.60_80.70,29.619640357142856,80.72650178571429,28,22,3.45,10.44,2.78,2.719146010506796,324.4292857142857,350.55,56.785714285714285,3,13,6,6,4.666666666666667,9,3.141125063837266,0.8571428571428571,13,2.1538461538461537,7,3,10,16,2,1,0,0,0.0,0.0,0,0,0.0,0.0,11,4.666666666666667,4.589843860815601,2.357142857142857,1.2727272727272727,0.0,3.0254605671703576,1.0
24.75_75.35,24.795505,75.38291321428572,28,10,11.77,26.92,12.815,7.7884306071731375,344.3475,367.0,48.21428571428572,3,7,5,5,5.6,14,5.727128425310541,0.7142857142857143,7,4.0,13,3,8,7,13,1,0,0,0.0,0.0,0,0,0.0,0.0,20,14.0,8.48528137423857,1.4285714285714286,2.8,0.0,2.287309583055168,1.0
30.45_79.50,30.48085178571429,79.52762071428572,28,10,7.41,14.71,8.01,4.062481843671272,337.845,367.0,60.0,3,9,6,6,4.666666666666667,17,6.21825270205921,0.8571428571428571,9,3.111111111111111,15,3,17,9,2,1,0,0,0.0,0.0,0,0,0.0,0.0,16,4.666666666666667,5.715476066494082,3.4285714285714284,2.8,0.0,1.984007707129095,1.0
